"Story","Title","Result","Date","Stability","Duration (s)"
"Buy laptop in advantageonlineShopping if avaliable","The User ins login en te WEB and Buy laptop avaliable","FAILURE","2021-06-16T13:17:27.818-05:00[America/Bogota]","0.0","21.49"
